,StockCode
76114,84819
76115,23459
76116,23458
76117,23143
76118,23444
76119,72800C
76120,72800B
76121,22495
76122,22500
76123,72811
76124,23019
76125,23533
76126,23143
76127,23457
76128,23455
76129,23576
76130,23578
76131,23151
76132,21441
76133,21442
76134,23106
76135,22118
76136,21285
76137,22215
76138,22442
76139,22509
76140,23415
76141,84251G
76142,22495
76143,22496
76144,22500
76145,23235
76146,23536
76147,23555
76148,23558
76149,23553
76150,23556
76151,23554
76152,23557
76153,22276
76154,22277
76155,85019A
76156,85019B
76157,72122
76158,17012C
76159,17012F
76160,17012D
76161,21417
76162,22221
76163,23143
76164,84707A
76165,23253
76166,23598
76167,21344
76168,72799E
76169,72780
76170,23538
76171,23381
76172,22393
76173,35967
76174,85179C
76175,51008
76176,23485
76177,23359
76178,85123A
76179,22442
76180,37495
76181,85136C
76182,21055
76183,22547
76184,22543
76185,22031
76186,23250
76187,23660
76188,22509
76189,90214A
76190,90214C
76191,90214D
76192,90214E
76193,90214K
76194,90214L
76195,90214P
76196,90214S
76197,23337
76198,23336
76199,23339
76200,23335
76201,85123A
76202,79160
76203,23557
76204,23457
76205,23381
76206,23576
76207,23575
76208,22936
76209,22935
76210,22932
76211,23398
76212,85123A
76213,23337
76214,23339
76215,23336
76216,82600
76217,21175
76218,21351
76219,22513
76220,23398
76221,23425
76222,22511
76223,22510
76224,22509
76225,20686
76226,22280
76227,22389
76228,90214E
76229,22546
76230,22533
76231,90214P
76232,90214I
76233,22500
76234,22500
76235,84993A
76236,85169A
76237,85169C
76238,85026B
76239,22495
76240,23074
76241,23398
76242,47469
76243,79063C
76244,21638
76245,21640
76246,22276
76247,22108
76248,22124
76249,22472
76250,84819
76251,22642
76252,22343
76253,23123
76254,20868
76255,22638
76256,22643
76257,23281
76258,21808
76259,23358
76260,23223
76261,23222
76262,22118
76263,23267
76264,23452
76265,23451
76266,23453
76267,23486
76268,23576
76269,23575
76270,23545
76271,23231
76272,16016
76273,22688
76274,23661
76275,23660
76276,23381
76277,22201
76278,22204
76279,23255
76280,23416
76281,23417
76282,22071
76283,23479
76284,23107
76285,85123A
76286,23153
76287,23454
76288,23452
76289,23316
76290,23417
76291,23490
76292,21286
76293,23454
76294,22319
76295,22543
76296,23697
76297,90214R
76298,23415
76299,23416
76300,23486
76301,21441
76302,22509
76303,23458
76304,22808
76305,23487
76306,23695
76307,23153
76308,22532
76309,22529
76310,23579
76311,22453
76312,21507
76313,82600
76314,22067
76315,22923
76316,23178
76317,23178
76318,23179
76319,21417
76320,21415
76321,23235
76322,23579
76323,22500
76324,22509
76325,22438
76326,90089
76327,90214K
76328,90214N
76329,21065
76330,22406
76331,17091J
76332,22442
76333,20868
76334,22217
76335,21132
76336,22118
76337,84707A
76338,84707B
76339,23316
76340,22442
76341,23222
76342,23267
76343,23269
76344,85123A
76345,23524
76346,90210B
76347,90210C
76348,90057
76349,72801D
76350,21742
76351,23428
76352,22584
76353,16168M
76354,23375
76355,71477
76356,23336
76357,23337
76358,23339
76359,23391
76360,23401
76361,23413
76362,23428
76363,23435
76364,23466
76365,23484
76366,23495
76367,23524
76368,23528
76369,23566
76370,23568
76371,23575
76372,23576
76373,23579
76374,23636
76375,35095A
76376,35095B
76377,35646
76378,46118
76379,46776D
76380,46776F
76381,71053
76382,71459
76383,71477
76384,72122
76385,72128
76386,72812
76387,79190A
76388,82600
76389,84859A
76390,84859B
76391,84923
76392,85114B
76393,85123A
76394,85170D
76395,85173
76396,85184C
76397,90003C
76398,90018A
76399,90022
76400,90038B
76401,90059C
76402,90114
76403,90116
76404,90119
76405,90120C
76406,90168
76407,90170
76408,90177B
76409,90200A
76410,90202A
76411,90202B
76412,90202C
76413,90208
76414,17012D
76415,17012F
76416,17084P
76417,18097C
76418,20617
76419,20654
76420,20777
76421,20780
76422,20840
76423,20866
76424,20931
76425,20932
76426,21028
76427,21065
76428,21088
76429,21175
76430,21189
76431,21222
76432,21243
76433,21400
76434,21401
76435,21402
76436,21403
76437,21624
76438,21648
76439,21680
76440,21944
76441,22085
76442,22101
76443,22124
76444,22280
76445,22389
76446,22393
76447,22479
76448,22495
76449,22514
76450,22516
76451,22598
76452,22903
76453,23008
76454,23074
76455,23088
76456,23183
76457,23223
76458,23225
76459,23244
76460,23315
76461,23317
76462,23326
76463,23523
76464,23524
76465,23525
76466,23527
76467,21111
76468,22393
76469,22395
76470,22546
76471,22547
76472,90086
76473,90087
76474,21284
76475,21285
76476,22216
76477,22217
76478,22509
76479,23483
76480,23694
76481,23695
76482,23485
76483,23462
76484,23357
76485,85135C
76486,23562
76487,22598
76488,23269
76489,22118
76490,22118
76491,22442
76492,23575
76493,23576
76494,23697
76495,21175
76496,22509
76497,23576
76498,22343
76499,22344
76500,22345
76501,22346
76502,22442
76503,23553
76504,23542
76505,23530
76506,23401
76507,23135
76508,23597
76509,23553
76510,23542
76511,23530
76512,23401
76513,23281
76514,16219
76515,23458
76516,71477
76517,23660
76518,23357
76519,23358
76520,90214C
76521,84600
76522,21417
76523,22442
76524,22389
76525,84976
76526,72801D
76527,85111
76528,17012F
76529,72801C
76530,72598
76531,21167
76532,20869
76533,20868
76534,84429A
76535,84993A
76536,23180
76537,22217
76538,22067
76539,21365
76540,21371
76541,21629
76542,85169C
76543,20772
76544,23085
76545,21417
76546,22543
76547,20931
76548,22320
76549,22220
76550,23151
76551,82600
76552,21944
76553,22529
76554,21055
76555,22108
76556,72819
76557,84509B
76558,20616
76559,20615
76560,20652
76561,21253
76562,22108
76563,23235
76564,23272
76565,22118
76566,22217
76567,22216
76568,22442
76569,22785
76570,23141
76571,23445
76572,23530
76573,23463
76574,23464
76575,22495
76576,22496
76577,22513
76578,22500
76579,22785
76580,23178
76581,23533
76582,84819
76583,23375
76584,23379
76585,23381
76586,23391
76587,23392
76588,23405
76589,23418
76590,23435
76591,23451
76592,23467
76593,23469
76594,23495
76595,23521
76596,23530
76597,23536
76598,23538
76599,23555
76600,23561
76601,23564
76602,23565
76603,23567
76604,23575
76605,23579
76606,23611
76607,23616
76608,23644
76609,23660
76610,23661
76611,35095A
76612,35095B
76613,35646
76614,46118
76615,46776A
76616,46776B
76617,46776C
76618,46776D
76619,46776E
76620,46776F
76621,47480
76622,71270
76623,82600
76624,84249A
76625,84569D
76626,84598
76627,84923
76628,20777
76629,20782
76630,20931
76631,21000
76632,21026
76633,21065
76634,21125
76635,21175
76636,21200
76637,21220
76638,21378
76639,21379
76640,21402
76641,21467
76642,21507
76643,21648
76644,21678
76645,21680
76646,21724
76647,21808
76648,21828
76649,21879
76650,22031
76651,22071
76652,22085
76653,22104
76654,22106
76655,22108
76656,22124
76657,22129
76658,15058C
76659,16218
76660,17038
76661,20659
76662,22264
76663,22277
76664,22280
76665,22307
76666,22324
76667,85094
76668,85123A
76669,85168B
76670,85169C
76671,85170C
76672,85173
76673,85177
76674,85179A
76675,90003C
76676,90003E
76677,90010A
76678,90013A
76679,90013C
76680,90014A
76681,90016B
76682,90018B
76683,90019B
76684,90027D
76685,90030B
76686,90055
76687,90059A
76688,90059D
76689,90059E
76690,90059F
76691,90072
76692,90086
76693,90120B
76694,90120C
76695,90130B
76696,90130C
76697,90134
76698,90138
76699,90145
76700,90155
76701,90161D
76702,90163A
76703,90165B
76704,90168
76705,90169
76706,90170
76707,90174
76708,90175A
76709,90175D
76710,90177A
76711,90177C
76712,90181B
76713,90182C
76714,90183A
76715,90183C
76716,90184C
76717,90185B
76718,90188
76719,90191
76720,90192
76721,90198A
76722,90200A
76723,90201A
76724,90201B
76725,90201C
76726,90201D
76727,90202C
76728,90202D
76729,90206C
76730,90208
76731,90210A
76732,22486
76733,22495
76734,22540
76735,22589
76736,22591
76737,22598
76738,22615
76739,22881
76740,22885
76741,22888
76742,22922
76743,22924
76744,23009
76745,23074
76746,23088
76747,23183
76748,23224
76749,23336
76750,23347
76751,23357
76752,23358
76753,23598
76754,22313
76755,20831
76756,21462
76757,22215
76758,22220
76759,23357
76760,23358
76761,20669
76762,21125
76763,22304
76764,22471
76765,22526
76766,22813
76767,23181
76768,23564
76769,71053
76770,82001s
76771,82600
76772,84558a
76773,84968e
76774,22319
76775,20704
76776,22299
76777,22447
76778,22442
76779,22495
76780,22785
76781,22808
76782,23143
76783,23151
76784,23425
76785,84356
76786,85173
76787,22545
76788,21209
76789,22394
76790,17091J
76791,17091J
76792,22500
76793,21111
76794,22442
76795,20936
76796,23040
76797,21222
76798,21220
76799,85123A
76800,23034
76801,23033
76802,23527
76803,23524
76804,23525
76805,84519A
76806,22985
76807,23040
76808,23041
76809,21194
76810,21208
76811,79191D
76812,79191B
76813,23537
76814,21194
76815,21417
76816,23326
76817,23317
76818,44234
76819,84993A
76820,22894
76821,21351
76822,23562
76823,23561
76824,20832
76825,16016
76826,21684
76827,21777
76828,21777
76829,21777
76830,21777
76831,21777
76832,21777
76833,22913
76834,22913
76835,22913
76836,22912
76837,22912
76838,22912
76839,84997C
76840,84997C
76841,84519A
76842,37444A
76843,37444C
76844,22176
76845,22783
76846,22783
76847,22783
76848,22783
76849,22783
76850,22783
76851,22783
76852,22783
76853,22783
76854,22783
76855,22783
76856,22783
76857,22783
76858,22783
76859,22783
76860,35004C
76861,35004C
76862,35004C
76863,21324
76864,22783
76865,22783
76866,22783
76867,22783
76868,22783
76869,22783
76870,22783
76871,22783
76872,22783
76873,22783
76874,22783
76875,22783
76876,22783
76877,22783
76878,22783
76879,22783
76880,22783
76881,22783
76882,22168
76883,22168
76884,22168
76885,22168
76886,22168
76887,22168
76888,22168
76889,84880
76890,84880
76891,84880
76892,22827
76893,22827
76894,22827
76895,22827
76896,22827
76897,22827
76898,22827
76899,22827
76900,22827
76901,22827
76902,22827
76903,22827
76904,22827
76905,22827
76906,22827
76907,22827
76908,22827
76909,22827
76910,22827
76911,22827
76912,22827
76913,22827
76914,22827
76915,22827
76916,22827
76917,22827
76918,22827
76919,22827
76920,22827
76921,22827
76922,22827
76923,22827
76924,22827
76925,22827
76926,22827
76927,22827
76928,22827
76929,22827
76930,22827
76931,22827
76932,22827
76933,22827
76934,22827
76935,22827
76936,22827
76937,22827
76938,22827
76939,22827
76940,22827
76941,22827
76942,22827
76943,22827
76944,22827
76945,22827
76946,22827
76947,22827
76948,22827
76949,22827
76950,22827
76951,22827
76952,22827
76953,22827
76954,22827
76955,22827
76956,22827
76957,22827
76958,22827
76959,22827
76960,22827
76961,22827
76962,22827
76963,22827
76964,22827
76965,22827
76966,22827
76967,22827
76968,22827
76969,22827
76970,22827
76971,22827
76972,22827
76973,22827
76974,22827
76975,22827
76976,22827
76977,22827
76978,22827
76979,22827
76980,22827
76981,22827
76982,22827
76983,22827
76984,22827
76985,22827
76986,22827
76987,22827
76988,22827
76989,22827
76990,22827
76991,22827
76992,22827
76993,22827
76994,22827
76995,22827
76996,22827
76997,22827
76998,22827
76999,22827
77000,22827
77001,22827
77002,22827
77003,22827
77004,22827
77005,22827
77006,22827
77007,22827
77008,22827
77009,22827
77010,22827
77011,22827
77012,22827
77013,22827
77014,22827
77015,22827
77016,22827
77017,22827
77018,22827
77019,22827
77020,22827
77021,22827
77022,22827
77023,22827
77024,22827
77025,22827
77026,22827
77027,22827
77028,22827
77029,22827
77030,22827
77031,22827
77032,22827
77033,22827
77034,22827
77035,22827
77036,22827
77037,22827
77038,22827
77039,22827
77040,22827
77041,22827
77042,22827
77043,22827
77044,22827
77045,22827
77046,22827
77047,22827
77048,22827
77049,22827
77050,22827
77051,22827
77052,22827
77053,22827
77054,22827
77055,22827
77056,22803
77057,22803
77058,22803
77059,22803
77060,22803
77061,22803
77062,22803
77063,22803
77064,22803
77065,22803
77066,22803
77067,22803
77068,22803
77069,22803
77070,22803
77071,22803
77072,22803
77073,22803
77074,22803
77075,22803
77076,22803
77077,22803
77078,22803
77079,22803
77080,22803
77081,22803
77082,22803
77083,22803
77084,22803
77085,22803
77086,22803
77087,22803
77088,22803
77089,22803
77090,35004C
77091,35004C
77092,35004C
77093,22451
77094,22451
77095,22117
77096,21743
77097,84709B
77098,84709B
77099,84709B
77100,84709B
77101,21587
77102,84625C
77103,84625A
77104,47570B
77105,47570B
77106,47570B
77107,47570B
77108,47570B
77109,47570B
77110,47570B
77111,47570B
77112,47570B
77113,22803
77114,22803
77115,22803
77116,22803
77117,22803
77118,22803
77119,22803
77120,22803
77121,22803
77122,22803
77123,22803
77124,22803
77125,22803
77126,22803
77127,22803
77128,22803
77129,22803
77130,22803
77131,22803
77132,22803
77133,22803
77134,22803
77135,22803
77136,22803
77137,22803
77138,22803
77139,22803
77140,22803
77141,22803
77142,22803
77143,22803
77144,22803
77145,22803
77146,22803
77147,21587
77148,90199C
77149,90199C
77150,90199C
77151,90199C
77152,90199C
77153,22785
77154,22785
77155,22785
77156,22785
77157,22785
77158,85116
77159,21609
77160,90129F
77161,90210B
77162,90199C
77163,90199C
77164,90199C
77165,90199C
77166,90199C
77167,85116
77168,84625A
77169,84625C
77170,84906
77171,84906
77172,84906
77173,84906
77174,21065
77175,21065
77176,21065
77177,21065
77178,90199C
77179,90199C
77180,90199C
77181,90199C
77182,90199C
77183,21738
77184,21738
77185,21738
77186,21710
77187,21710
77188,21710
77189,21708
77190,21708
77191,21708
77192,21711
77193,21711
77194,21711
77195,21708
77196,21708
77197,21708
77198,22472
77199,22472
77200,22472
77201,22511
77202,22511
77203,22451
77204,22451
77205,84625C
77206,22618
77207,22618
77208,22618
77209,22618
77210,22618
77211,22618
77212,22618
77213,22618
77214,21586
77215,21587
77216,21586
77217,90200B
77218,90200B
77219,90200B
77220,90185C
77221,90185C
77222,90185C
77223,90200C
77224,90200C
77225,90200C
77226,90200D
77227,90200D
77228,90200D
77229,90200A
77230,90200A
77231,90200A
77232,22582
77233,22500
77234,22500
77235,22500
77236,22742
77237,21738
77238,84558A
77239,21370
77240,21370
77241,21370
77242,21370
77243,21370
77244,21367
77245,21488
77246,21488
77247,22760
77248,22760
77249,22760
77250,22760
77251,22760
77252,22760
77253,22760
77254,22760
77255,22760
77256,22760
77257,22760
77258,21486
77259,21486
77260,22643
77261,22642
77262,21804
77263,21804
77264,22582
77265,21427
77266,20772
77267,21111
77268,21664
77269,21664
77270,85035B
77271,85035B
77272,85035B
77273,84968C
77274,84968C
77275,84968C
77276,84968C
77277,84968C
77278,84968C
77279,84968C
77280,84968C
77281,84968C
77282,84968C
77283,84968C
77284,84997C
77285,84997C
77286,72800B
77287,84563A
77288,84563A
77289,84563A
77290,84563A
77291,21742
77292,21742
77293,21742
77294,21742
77295,21664
77296,21664
77297,21111
77298,21106
77299,21107
77300,15044B
77301,21324
77302,21587
77303,22454
77304,22911
77305,22911
77306,22454
77307,22453
77308,21743
77309,22164
77310,21657
77311,21657
77312,21657
77313,21657
77314,21657
77315,21038
77316,22783
77317,22783
77318,22783
77319,22783
77320,22783
77321,22783
77322,22783
77323,22783
77324,22783
77325,22783
77326,22783
77327,22783
77328,22783
77329,22783
77330,22783
77331,22783
77332,22783
77333,22783
77334,21662
77335,21662
77336,21662
77337,21662
77338,85104
77339,21664
77340,21664
77341,21333
77342,22194
77343,22194
77344,22194
77345,22194
77346,22194
77347,22194
77348,22194
77349,22688
77350,22688
77351,22688
77352,22688
77353,22688
77354,22688
77355,22825
77356,22825
77357,22825
77358,22825
77359,22825
77360,22825
77361,22797
77362,22797
77363,22797
77364,22797
77365,22797
77366,22797
77367,22797
77368,22797
77369,22797
77370,22797
77371,22797
77372,22797
77373,22797
77374,22797
77375,22797
77376,22118
77377,22118
77378,22118
77379,22277
77380,21688
77381,21694
77382,21467
77383,21467
77384,21469
77385,21469
77386,21690
77387,21690
77388,84944
77389,84944
77390,84944
77391,37495
77392,37495
77393,85067
77394,85067
77395,85067
77396,85067
77397,85067
77398,85067
77399,85067
77400,85067
77401,85067
77402,85067
77403,85067
77404,85067
77405,85067
77406,85067
77407,85067
77408,85067
77409,85067
77410,21743
77411,85019A
77412,85019A
77413,85019A
77414,85019C
77415,85019C
77416,85019C
77417,20902
77418,20902
77419,20902
77420,20902
77421,20902
77422,21811
77423,21821
77424,21821
77425,21821
77426,21821
77427,21821
77428,21821
77429,21851
77430,21851
77431,21851
77432,21911
77433,21911
77434,22067
77435,22067
77436,22071
77437,22071
77438,22071
77439,22071
77440,22071
77441,22071
77442,22100
77443,22162
77444,22162
77445,22198
77446,22198
77447,22276
77448,22276
77449,22276
77450,22276
77451,22299
77452,22359
77453,22359
77454,22359
77455,22359
77456,22394
77457,22394
77458,22394
77459,22394
77460,22444
77461,22451
77462,22451
77463,22451
77464,22451
77465,22451
77466,22471
77467,22471
77468,22471
77469,22471
77470,22471
77471,22471
77472,22471
77473,22471
77474,22471
77475,22471
77476,22479
77477,22497
77478,22497
77479,22497
77480,22497
77481,22497
77482,22497
77483,22497
77484,22515
77485,22515
77486,22515
77487,22517
77488,22517
77489,22517
77490,22519
77491,22519
77492,22519
77493,22582
77494,22582
77495,22582
77496,22582
77497,22589
77498,22589
77499,22589
77500,22589
77501,22760
77502,22760
77503,22760
77504,22760
77505,22760
77506,22760
77507,22760
77508,22760
77509,22760
77510,22760
77511,22760
77512,22760
77513,22760
77514,22760
77515,22760
77516,22760
77517,22760
77518,22760
77519,22760
77520,22760
77521,22760
77522,22760
77523,22760
77524,22760
77525,22769
77526,22769
77527,22769
77528,22769
77529,22769
77530,22769
77531,22769
77532,22769
77533,22769
77534,22769
77535,22769
77536,22769
77537,22769
77538,22769
77539,22769
77540,22769
77541,22769
77542,22769
77543,22769
77544,22769
77545,22769
77546,22769
77547,22769
77548,22769
77549,22769
77550,22769
77551,22769
77552,22769
77553,22769
77554,22769
77555,22769
77556,22769
77557,22769
77558,22769
77559,22769
77560,22769
77561,22769
77562,22769
77563,22769
77564,22769
77565,22769
77566,22769
77567,22769
77568,22769
77569,22769
77570,22769
77571,22769
77572,22769
77573,22769
77574,22769
77575,22862
77576,22862
77577,22862
77578,22862
77579,22862
77580,22862
77581,22862
77582,22876
77583,22876
77584,22876
77585,22949
77586,35598D
77587,35599D
77588,35599D
77589,35599D
77590,35599D
77591,35818P
77592,35818P
77593,35971
77594,37476
77595,37476
77596,37476
77597,37476
77598,37476
77599,37476
77600,37476
77601,37476
77602,37476
77603,37476
77604,37476
77605,37476
77606,37476
77607,37476
77608,37476
77609,37476
77610,37476
77611,72799E
77612,72799E
77613,72799F
77614,72799F
77615,72816
77616,79030D
77617,79030D
77618,79030D
77619,79030D
77620,79030D
77621,79030D
77622,79030D
77623,79030D
77624,79030D
77625,79030D
77626,79030D
77627,79030G
77628,79030G
77629,79030G
77630,79030G
77631,79030G
77632,79030G
77633,79030G
77634,79030G
77635,79030G
77636,79030G
77637,79030G
77638,84086C
77639,84086C
77640,84086C
77641,85016
77642,85064
77643,85064
77644,85064
77645,85064
77646,85064
77647,85064
77648,85064
77649,85064
77650,85064
77651,85064
77652,85114B
77653,85114B
77654,85127
77655,85127
77656,85127
77657,85127
77658,85127
77659,85127
77660,85127
77661,85127
77662,85127
77663,85129D
77664,85135B
77665,85135B
77666,85135B
77667,85135B
77668,85135B
77669,85135B
77670,85135B
77671,85135C
77672,85135C
77673,85135C
77674,85135C
77675,85135C
77676,85135C
77677,85135C
77678,85232B
77679,85232B
77680,85232B
77681,90003C
77682,90003C
77683,90018A
77684,90018A
77685,90018A
77686,90022
77687,90022
77688,90099
77689,90099
77690,90099
77691,90099
77692,90116
77693,90120C
77694,90120C
77695,90120C
77696,90161A
77697,90161A
77698,90161A
77699,90161A
77700,90190C
77701,90194
77702,90194
77703,90194
77704,90200A
77705,90200A
77706,90200A
77707,90200C
77708,90200C
77709,90200C
77710,90209B
77711,84581
77712,84581
77713,84581
77714,84625A
77715,84625A
77716,84625A
77717,84625A
77718,84913B
77719,84913B
77720,84923
77721,84923
77722,84923
77723,22862
77724,22862
77725,22862
77726,17011F
77727,17011F
77728,17011F
77729,17012A
77730,17012B
77731,17012C
77732,17012D
77733,17012E
77734,17012F
77735,18098C
77736,18098C
77737,18098C
77738,18098C
77739,20622
77740,20622
77741,20622
77742,20658
77743,20662
77744,20669
77745,20684
77746,20684
77747,20684
77748,20684
77749,20684
77750,20770
77751,20772
77752,20772
77753,20772
77754,20772
77755,20835
77756,20835
77757,20835
77758,20835
77759,20835
77760,20835
77761,20835
77762,20835
77763,20835
77764,20835
77765,20840
77766,20840
77767,20840
77768,20840
77769,20840
77770,20840
77771,20840
77772,20840
77773,20867
77774,20902
77775,20902
77776,20902
77777,20902
77778,20902
77779,20902
77780,20902
77781,20902
77782,20902
77783,20902
77784,20902
77785,20966
77786,21000
77787,21000
77788,21069
77789,21107
77790,21107
77791,21107
77792,21107
77793,21147
77794,21189
77795,21189
77796,21191
77797,21191
77798,21191
77799,21195
77800,21195
77801,21195
77802,21249
77803,21249
77804,21249
77805,21249
77806,21262
77807,21262
77808,21262
77809,21262
77810,21262
77811,21262
77812,21349
77813,21349
77814,21349
77815,21349
77816,21349
77817,21349
77818,21349
77819,21349
77820,21349
77821,21349
77822,21349
77823,21349
77824,21352
77825,21352
77826,21352
77827,21352
77828,21354
77829,21365
77830,21365
77831,21365
77832,21365
77833,21366
77834,21366
77835,21366
77836,21366
77837,21366
77838,21366
77839,21366
77840,21369
77841,21369
77842,21369
77843,21369
77844,21369
77845,21369
77846,21372
77847,21372
77848,21372
77849,21372
77850,21486
77851,21486
77852,21486
77853,21488
77854,21488
77855,21488
77856,21488
77857,21488
77858,21488
77859,21488
77860,21634
77861,21662
77862,21662
77863,21662
77864,21662
77865,21662
77866,21662
77867,21662
77868,21662
77869,21662
77870,21662
77871,21742
77872,21742
77873,21742
77874,21742
77875,21742
77876,21742
77877,21742
77878,21742
77879,21742
77880,21742
77881,21742
77882,21758
77883,21758
77884,21758
77885,21758
77886,21758
77887,21758
77888,21758
77889,21758
77890,21758
77891,21758
77892,21758
77893,20697
77894,84920
77895,84920
77896,84508A
77897,22471
77898,22471
77899,22471
77900,22785
77901,22785
77902,22785
77903,22785
77904,22785
77905,22786
77906,22786
77907,22786
77908,22786
77909,85064
77910,85064
77911,85064
77912,85064
77913,21486
77914,21486
77915,85232B
77916,85232B
77917,85232B
77918,84685
77919,84685
77920,85232B
77921,85232B
77922,85232B
77923,20616
77924,22451
77925,22451
77926,84352
77927,84352
77928,84352
77929,84352
77930,84352
77931,84352
77932,84352
77933,84352
77934,84352
77935,84352
77936,84352
77937,84352
77938,84352
77939,84352
77940,84352
77941,22802
77942,22802
77943,22802
77944,22802
77945,22802
77946,22802
77947,22802
77948,22802
77949,22802
77950,22802
77951,22802
77952,22802
77953,22802
77954,22802
77955,22802
77956,22802
77957,22802
77958,22802
77959,21777
77960,21777
77961,21777
77962,21777
77963,21777
77964,21777
77965,79302M
77966,21609
77967,84509B
77968,84509B
77969,22313
77970,21372
77971,21369
77972,21369
77973,21462
77974,21462
77975,21462
77976,21462
77977,21462
77978,22496
77979,84870C
77980,84870C
77981,84870B
77982,84870B
77983,22765
77984,22765
77985,22765
77986,22765
77987,22765
77988,22765
77989,22765
77990,22765
77991,22765
77992,22765
77993,22765
77994,22765
77995,22765
77996,21351
77997,21351
77998,21351
77999,21351
78000,21351
78001,21191
78002,21147
78003,22640
78004,22641
78005,22638
78006,21808
78007,21808
78008,21804
78009,21804
78010,22825
78011,22825
78012,22825
78013,22825
78014,22825
78015,22825
78016,21587
78017,22660
78018,22660
78019,22660
78020,22660
78021,22660
78022,22660
78023,85232B
78024,85232B
78025,85232B
78026,21761
78027,21761
78028,21761
78029,21761
78030,21761
78031,21761
78032,21761
78033,21761
78034,21761
78035,21761
78036,21761
78037,21761
78038,21761
78039,21761
78040,21761
78041,21761
78042,21761
78043,21761
78044,21761
78045,21761
78046,21761
78047,21761
78048,21761
78049,21761
78050,21761
78051,21761
78052,21761
78053,21761
78054,85032D
78055,84360
78056,84360
78057,84360
78058,84360
78059,85045
78060,85045
78061,85045
78062,21352
78063,21352
78064,21352
78065,21352
78066,21352
78067,22589
78068,21107
78069,35004C
78070,35004C
78071,35004C
78072,21107
78073,21374
78074,21374
78075,21365
78076,21777
78077,21777
78078,21777
78079,21777
78080,21777
78081,21777
78082,84997A
78083,84997A
78084,84997C
78085,84997C
78086,21055
78087,21055
78088,21055
78089,21055
78090,21055
78091,21055
78092,21055
78093,21427
78094,21629
78095,21629
78096,21629
78097,21629
78098,21629
78099,21629
78100,22497
78101,22497
78102,22497
78103,21850
78104,21850
78105,21850
78106,20768
78107,20780
78108,20780
78109,20780
78110,20780
78111,21398
78112,85064
78113,85064
78114,85064
78115,85064
78116,21488
78117,21488
78118,17012A
78119,17012B
78120,17012C
78121,17012D
78122,17012E
78123,17012F
78124,17014A
78125,17014A
78126,20616
78127,20616
78128,20616
78129,20617
78130,20617
78131,20617
78132,20619
78133,20619
78134,20619
78135,20653
78136,20681
78137,20681
78138,20681
78139,20681
78140,20681
78141,20696
78142,20696
78143,20696
78144,20696
78145,20696
78146,20696
78147,20699
78148,20699
78149,20699
78150,20699
78151,20700
78152,20700
78153,20700
78154,20700
78155,20700
78156,20700
78157,20700
78158,20700
78159,20700
78160,20761
78161,20761
78162,20761
78163,20761
78164,20761
78165,20761
78166,20780
78167,20780
78168,20780
78169,20780
78170,20780
78171,20780
78172,20780
78173,20780
78174,20780
78175,20780
78176,20846
78177,20931
78178,20931
78179,20931
78180,20931
78181,20931
78182,20931
78183,20966
78184,21002
78185,21002
78186,21055
78187,21055
78188,21055
78189,21055
78190,21055
78191,21055
78192,21055
78193,21055
78194,21055
78195,21055
78196,21055
78197,21055
78198,21055
78199,21055
78200,21055
78201,21067
78202,21069
78203,21109
78204,21109
78205,21109
78206,21109
78207,21109
78208,21109
78209,21109
78210,21109
78211,21109
78212,21109
78213,21109
78214,21109
78215,21111
78216,21111
78217,21111
78218,21111
78219,21128
78220,21128
78221,21128
78222,21128
78223,21128
78224,21128
78225,21128
78226,21128
78227,21128
78228,21128
78229,21128
78230,21188
78231,21188
78232,21188
78233,21188
78234,21191
78235,21191
78236,21191
78237,21192
78238,21192
78239,21208
78240,21208
78241,21220
78242,21249
78243,21249
78244,21249
78245,21249
78246,21262
78247,21262
78248,21262
78249,21262
78250,21262
78251,21262
78252,21279
78253,21279
78254,21279
78255,21279
78256,21281
78257,21281
78258,21281
78259,21281
78260,21349
78261,21349
78262,21349
78263,21349
78264,21349
78265,21349
78266,21349
78267,21349
78268,21349
78269,21349
78270,21349
78271,21349
78272,21352
78273,21352
78274,21352
78275,21352
78276,21486
78277,21486
78278,21486
78279,21488
78280,21488
78281,21488
78282,21488
78283,21488
78284,21488
78285,21488
78286,21537
78287,21537
78288,21537
78289,21537
78290,21537
78291,21537
78292,21537
78293,21547
78294,21547
78295,21547
78296,21547
78297,21576
78298,21576
78299,21576
78300,21576
78301,21638
78302,21638
78303,21638
78304,21648
78305,21656
78306,21656
78307,21684
78308,21743
78309,21743
78310,21743
78311,21743
78312,21777
78313,21777
78314,21777
78315,21777
78316,21777
78317,21777
78318,21820
78319,21820
78320,21820
78321,21820
78322,21820
78323,21820
78324,21821
78325,21821
78326,21821
78327,21821
78328,21821
78329,21821
78330,21851
78331,21851
78332,21851
78333,22100
78334,22117
78335,22117
78336,22117
78337,22117
78338,22124
78339,22162
78340,22162
78341,22184
78342,22184
78343,22184
78344,22184
78345,22184
78346,22184
78347,22184
78348,22198
78349,22198
78350,22246
78351,22246
78352,22246
78353,22276
78354,22276
78355,22276
78356,22276
78357,22277
78358,22277
78359,22277
78360,22304
78361,22304
78362,22304
78363,22304
78364,22317
78365,22317
78366,22317
78367,22317
78368,22324
78369,22324
78370,22324
78371,22325
78372,22325
78373,22325
78374,22325
78375,22325
78376,22325
78377,22325
78378,22325
78379,22325
78380,22325
78381,22393
78382,22393
78383,22393
78384,22393
